SNR,F1 score y_hat,F1 score y
-10,0,0
-5,0,0.04
0,0.143333333,0.053571429
5,0.093333333,0.208333333
10,0.360661882,0.151839827
15,0.097142857,0.163888889
20,0.623452381,0.151839827
25,0.151839827,0.181666667
30,0.359047619,0.196207827
35,0.14047619,0.161111111
40,0.15877193,0.15877193
45,0.133506494,0.151839827
50,0.300793651,0.15877193
-10,0,0
-5,0.116483516,0.022222222
0,0.094545455,0.148809524
5,0.163737374,0.258506494
10,0.02,0.123333333
15,0,0.185714286
20,0.24047619,0.14
25,0.150252525,0.168571429
30,0.191688312,0.218181818
35,0.564603175,0.214164724
40,0.20976912,0.20976912
45,0.20972028,0.214164724
50,0.176450216,0.214164724
-10,0,0
-5,0.066666667,0.106666667
0,0.164102564,0.128571429
5,0.228506494,0.214285714
10,0.086666667,0.072567783
15,0.200555556,0.066753247
20,0.059722222,0.138571429
25,0.119949495,0.085
30,0.06540404,0.081363636
35,0.45,0.085
40,0.151587302,0.085
45,0.0975,0.103030303
50,0.226161388,0.11969697
-10,0.025,0
-5,0,0.025
0,0,0.126363636
5,0.158888889,0.192222222
10,0.063419913,0.206153846
15,0.025,0.177142857
20,0.117527473,0.192698413
25,0.126904762,0.167142857
30,0.08008658,0.137142857
35,0.223015873,0.170880231
40,0.168658009,0.168658009
45,0.168658009,0.168658009
50,0.135324675,0.135324675
-10,0,0
-5,0,0.033333333
0,0.033333333,0.125714286
5,0.145,0.207777778
10,0.348759019,0.243658009
15,0.633939394,0.285714286
20,0.288492063,0.234935065
25,0.19047619,0.268333333
30,0.202092352,0.248845599
35,0.162142857,0.233585859
40,0.138181818,0.297142857
45,0.237157287,0.335714286
50,0.23049062,0.226363636
-10,0,0
-5,0.061904762,0
0,0.174444444,0.128571429
5,0.073333333,0.167460317
10,0,0.171363636
15,0,0.1454662
20,0.206666667,0.122142857
25,0.196349206,0.116666667
30,0.116666667,0.110855811
35,0.15547619,0.172222222
40,0.195238095,0.065238095
45,0.115238095,0.106666667
50,0.315641026,0.106666667
-10,0,0
-5,0.045,0.033333333
0,0.186269841,0.122777778
5,0.486111111,0.172222222
10,0.091153846,0.103823954
15,0.294444444,0.16969697
20,0.322395382,0.212991453
25,0.136923077,0.191746032
30,0.154545455,0.228376068
35,0.086666667,0.22031746
40,0.22031746,0.22031746
45,0.04,0.22031746
50,0.22031746,0.22031746
-10,0,0
-5,0.099292929,0.018181818
0,0.101190476,0.221601732
5,0,0.131904762
10,0.078571429,0.216666667
15,0.13047619,0.241904762
20,0.124444444,0.185238095
25,0.144545455,0.146349206
30,0.27,0.175238095
35,0.135714286,0.141904762
40,0.530584416,0.141904762
45,0.221688312,0.175238095
50,0.185,0.175238095
-10,0.065,0
-5,0.02,0.028571429
0,0.043274854,0.113015873
5,0.053030303,0.20468254
10,0.662384282,0.238888889
15,0.05,0.256111111
20,0.036507937,0.172380952
25,0.545833333,0.191245421
30,0.11972028,0.203150183
35,0.261212121,0.17
40,0.05,0.203333333
45,0.189047619,0.189047619
50,0.1752331,0.189047619
-10,0.02,0
-5,0.200126263,0.05
0,0.075,0.237878788
5,0.158333333,0.202222222
10,0.106666667,0.185714286
15,0.220238095,0.1
20,0.572783883,0.16547619
25,0.051515152,0.169047619
30,0.156190476,0.154285714
35,0.126060606,0.145714286
40,0.135714286,0.164285714
45,0.137142857,0.214285714
50,0.17024975,0.204285714
-10,0,0
-5,0,0.04
0,0.266240426,0.198015873
5,0.479545455,0.119365079
10,0.262517483,0.177380952
15,0.105,0.220238095
20,0.06,0.203571429
25,0.191515152,0.192503053
30,0.097142857,0.181197691
35,0.025,0.213015873
40,0.174340659,0.193785104
45,0.193785104,0.193785104
50,0.51495671,0.181197691
-10,0,0
-5,0,0.08
0,0.061904762,0.195238095
5,0.154126984,0.132142857
10,0.323015873,0.127777778
15,0.033333333,0.093571429
20,0.189444444,0.206031746
25,0.033333333,0.21547619
30,0.043956044,0.226839827
35,0.078181818,0.248571429
40,0.248571429,0.248571429
45,0.248571429,0.22
50,0.248571429,0.248571429
-10,0.044444444,0
-5,0.025,0
0,0.123809524,0.128888889
5,0.073333333,0.093571429
10,0.211212121,0.191587302
15,0.08,0.158717949
20,0.393809524,0.167777778
25,0.094444444,0.167777778
30,0.165438596,0.167777778
35,0.123989899,0.167777778
40,0.167777778,0.167777778
45,0.167777778,0.167777778
50,0.167777778,0.167777778
-10,0,0
-5,0.022222222,0.050793651
0,0.103529412,0.151363636
5,0.066666667,0.223333333
10,0.138888889,0.193434343
15,0.359276802,0.193434343
20,0.02,0.204141414
25,0.456322893,0.236031746
30,0.180952381,0.214141414
35,0.134920635,0.222222222
40,0.217777778,0.217777778
45,0.217777778,0.217777778
50,0.166666667,0.217777778
-10,0.147142857,0.057142857
-5,0.18040404,0.123333333
0,0.095238095,0.106349206
5,0.228809524,0.203809524
10,0.038181818,0.118571429
15,0.26469697,0.263809524
20,0.163809524,0.135793651
25,0.095238095,0.163015873
30,0.101515152,0.147142857
35,0.045,0.135714286
40,0.221904762,0.137142857
45,0.133419913,0.135714286
50,0.11040404,0.116197691
-10,0.073015873,0
-5,0.066666667,0
0,0.171495726,0.151111111
5,0.539365079,0.165
10,0.338571429,0.211212121
15,0.601666667,0.206666667
20,0.095238095,0.208441558
25,0.642142857,0.281298701
30,0.106666667,0.268354978
35,0.184102564,0.284935065
40,0.265324675,0.265324675
45,0.387142857,0.283419913
50,0.30525974,0.286450216
-10,0.084444444,0
-5,0.131666667,0.13
0,0.138015873,0.193571429
5,0.02,0.180793651
10,0.121904762,0.195555556
15,0.0625,0.122455322
20,0.028571429,0.143434343
25,0.197222222,0.19992785
30,0.125,0.196388889
35,0.657016807,0.198888889
40,0,0.165555556
45,0.165555556,0.165555556
50,0,0.165555556
-10,0,0
-5,0,0
0,0,0.1
5,0.071753247,0.178571429
